Tweet,Fecha,Locacion,Coordenadas
@abrahamendieta A Vargas Llosa le dió diarrea no lo molestemos va a estar tres días en el excusado,Mon Jun 20 00:17:29 +0000 2022,"Cuautla, Morelos","[[[-99.020208, 18.757508], [-99.020208, 18.89733], [-98.886707, 18.89733], [-98.886707, 18.757508]]]"
@Cronica2030 @epigmenioibarra @FelipeCalderon Calderon es un excusado nscioi,Sun Jun 26 02:19:48 +0000 2022,"Cuautitlán Izcalli, México","[[[-99.294897, 19.580497], [-99.294897, 19.732082], [-99.172417, 19.732082], [-99.172417, 19.580497]]]"
@fernandeznorona Puro cuento eso de que lees muchos libros. Ni con las horas que te echas en el excusado podrías. ¿… https://t.co/dYG9bKVLbk,Mon Jun 27 18:50:47 +0000 2022,"Tizayuca, Hidalgo","[[[-99.02376, 19.799941], [-99.02376, 19.90681], [-98.904755, 19.90681], [-98.904755, 19.799941]]]"
@gordon_oscar @LillyTellez @kenialopezr @MarkoCortes EN CUALQUIER LETRINA DE CANTINA DE MALA MUERTE. ASÓMATE AL EXCUSADO Y ALLÍ LAS VERÁS.,Tue Jun 28 10:43:09 +0000 2022,"Oaxaca de Juárez, Oaxaca","[[[-96.780697, 17.015437], [-96.780697, 17.165201], [-96.669308, 17.165201], [-96.669308, 17.015437]]]"
@_ryo_hermoso @josliza24 Pues hay un capítulo de los Simpson donde Lisa se disfraza y se hace llamar excusado WC a… https://t.co/qqFvMXEeoP,Wed Jun 29 03:49:42 +0000 2022,"Atizapán de Zaragoza, México","[[[-99.330259, 19.51799], [-99.330259, 19.611185], [-99.208125, 19.611185], [-99.208125, 19.51799]]]"
@TiamatComet_ @EstefaniaVeloz @m_ebrard Es más gringa la taza del excusado de mi casa que la pinche mona esa.,Wed Jun 29 15:20:46 +0000 2022,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@PedroHe64552161 @alitomorenoc Solo para  el excusado,Tue Jul 05 02:55:51 +0000 2022,"Cuautlancingo, Puebla","[[[-98.300186, 19.077688], [-98.300186, 19.160921], [-98.222497, 19.160921], [-98.222497, 19.077688]]]"
"@fernandeznorona Usarlos como papel higiénico diputado. Y no te sulfures, los tienes amontonados en el excusado. ¡Fuchi KK, diría el KKs!",Tue Jul 05 19:34:15 +0000 2022,"Tizayuca, Hidalgo","[[[-99.02376, 19.799941], [-99.02376, 19.90681], [-98.904755, 19.90681], [-98.904755, 19.799941]]]"
"@LaChinatriple @Martergasa O sea que te haces pipí en tu regadera? 🤔
O tal vez la tubería con el excusado está comp… https://t.co/zw7Py2KF92",Tue Jul 12 02:35:54 +0000 2022,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"No habrá segunda cita, pero al menos ya sabe que el papel higiénico va dentro del excusado y no en el bote de basura.",Tue Jul 12 18:44:37 +0000 2022,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
@pedroferriz3 Mendigo cabeza de flotador de excusado ningún chile te enbona sanababish,Tue Jul 12 19:17:30 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
@pedroferriz3 Seas payaso cabeza de flotador de excusado,Wed Jul 13 01:20:30 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
@Aletse_04 @lopezobrador_ Menos el excusado ...ese le queda perfecto,Wed Jul 13 16:41:24 +0000 2022,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@SoyIsraman La 💩💩💩💩 se boto del excusado,Sun Jul 17 02:27:24 +0000 2022,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"@ClouthierManuel Ay,Maquío!
Te la hubieras jalado y los hubieras echado al excusado en lugar de engendrar ésto.",Thu Jul 21 01:52:31 +0000 2022,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"Desde que se inventaron las excusas
Se acabaron los pendejos como AMLO
OTRO EXCUSADO.
LITERAL",Sat Jul 23 23:46:43 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
@JulioOmarGS No son los sapos del excusado; ni los castigados usuarios domésticos que reciben agua a ratos con cort… https://t.co/YLevJ4pbof,Fri Aug 05 05:45:20 +0000 2022,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
@more70mart @marcos4TVA @DenisseDresserG Pregúntome yo : no le dará asco al excusado recibiendo tanta miercoles de… https://t.co/SeLE8PVSXI,Thu Aug 11 01:57:27 +0000 2022,"Celaya, Guanajuato","[[[-100.913535, 20.356869], [-100.913535, 20.688514], [-100.630887, 20.688514], [-100.630887, 20.356869]]]"
@Paulina4T @alitomorenoc Boca de EXCUSADO,Sat Aug 13 04:58:59 +0000 2022,"Acolman, México","[[[-98.97875, 19.577082], [-98.97875, 19.683412], [-98.846906, 19.683412], [-98.846906, 19.577082]]]"
@juncalssolano @alitomorenoc Ocico  de EXCUSADO https://t.co/EXfTghkV95,Sat Aug 13 05:07:15 +0000 2022,"Acolman, México","[[[-98.97875, 19.577082], [-98.97875, 19.683412], [-98.846906, 19.683412], [-98.846906, 19.577082]]]"
"@ChumelTorres Si alguien sabe de excusados
 eres tú @ChumelTorres basta con leerte un momento.",Sun Aug 14 00:53:10 +0000 2022,"Comalcalco, Tabasco","[[[-93.588606, 18.155666], [-93.588606, 18.426858], [-93.094606, 18.426858], [-93.094606, 18.155666]]]"
"Jaja me has hecho reír. A ver, sientalo en el excusado, explica para que es....igual funciona.",Thu Aug 18 19:00:52 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
"@catrina_nortena @epigmenioibarra @CiroGomezL Ese piche Ciro nunca va a aceptar que tiene hocico de excusado, cada que habla la caga!!",Wed Aug 24 17:54:58 +0000 2022,"Coacalco de Berriozábal, México","[[[-99.127265, 19.589845], [-99.127265, 19.662165], [-99.053342, 19.662165], [-99.053342, 19.589845]]]"
@Marcos_ElTigre6 El excusado osease WC mas claro las cloacas repletas de 💩💩💩,Sun Aug 28 16:45:15 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
"@AleAtorres01 Pues ojalá hubieran aventado tu celular al excusado, que es de donde extraes tus ideas pndejas. Averg… https://t.co/vztflGRymH",Wed Aug 31 19:28:18 +0000 2022,"Morelia, Michoacán de Ocampo","[[[-101.508271, 19.442976], [-101.508271, 19.862472], [-101.043269, 19.862472], [-101.043269, 19.442976]]]"
@PartidoMorenaMx @ErnestoGMing La pregunta es: se habría excusado el ministro de no haberse conocido esta reunión s… https://t.co/akOfAZeMYb,Thu Sep 01 06:14:34 +0000 2022,"Tijuana, Baja California","[[[-117.298421, 32.098292], [-117.298421, 32.567461], [-116.559783, 32.567461], [-116.559783, 32.098292]]]"
Me da una pena ajena ver cómo lo intentas tanto... Con ese humor de excusado taaaan 90,Sat Sep 03 05:45:54 +0000 2022,"Chihuahua, México","[[[-106.619964, 28.096608], [-106.619964, 29.787124], [-105.705833, 29.787124], [-105.705833, 28.096608]]]"
"Enviado desde el excusado, y debo de coincidir.",Sun Sep 04 15:45:03 +0000 2022,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"@blancasmadrigal @lopezobrador_ Siempre excusado su estupidez con los anteriores gobiernos, que caro se esta pagand… https://t.co/35GbLBpRPY",Tue Sep 06 17:09:28 +0000 2022,"Paraíso, Tabasco","[[[-93.507543, 18.270183], [-93.507543, 18.443406], [-92.994485, 18.443406], [-92.994485, 18.270183]]]"
"@EdySmol Eso es un pelo de gato comparado con lo que cada año tiramos a los excusados llamados PEMEX y CFE, de eso,… https://t.co/YOFJ8k0X3O",Mon Sep 19 08:45:30 +0000 2022,"Cuautitlán Izcalli, México","[[[-99.294897, 19.580497], [-99.294897, 19.732082], [-99.172417, 19.732082], [-99.172417, 19.580497]]]"
@craviotocesar Toda la caca se va al excusado.,Wed Sep 21 02:37:11 +0000 2022,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
"@jgnaredo Cuántas horas le inviertes al día para ""pensar"" en como defender al #FloreroDePalacio?

Horas tiradas a la basura, al excusado.",Fri Sep 23 04:06:35 +0000 2022,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
"@PakoLeonTV6 @ShelzyMx El excusado.

(Así le decían en mi rancho al wc).",Thu Sep 29 06:02:11 +0000 2022,"Misantla, Veracruz de Ignacio de la Llave","[[[-96.993214, 19.765379], [-96.993214, 20.148385], [-96.748986, 20.148385], [-96.748986, 19.765379]]]"
"@satyagraha_yo Hasta el momento se le vió por última vez sumergirse en un excusado 🚾 el reporte es muy escueto 
Seguiremos informando 🎤",Sat Oct 01 21:47:46 +0000 2022,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"""Uno puede llorar hasta con la palabra «excusado» si tienes ganas de llorar.""
- Jaime Sabines.",Wed Oct 05 05:49:31 +0000 2022,"Tuxtla Gutiérrez, Chiapas","[[[-93.243094, 16.645909], [-93.243094, 16.838962], [-93.036225, 16.838962], [-93.036225, 16.645909]]]"
@RossyTB Aca no somos excusado 💩💩💩💩💩💩💩💩💩💩,Sun Oct 09 22:36:42 +0000 2022,"Apodaca, Nuevo León","[[[-100.277595, 25.694281], [-100.277595, 25.863077], [-100.05984, 25.863077], [-100.05984, 25.694281]]]"
@Israelsv74 @KarlaDeLaFuen16 @XochitlGalvez será tapón de excusado jajajaja jajaja,Thu Oct 13 18:47:21 +0000 2022,"Xochimilco, Distrito Federal","[[[-99.160023, 19.152878], [-99.160023, 19.319611], [-99.003557, 19.319611], [-99.003557, 19.152878]]]"
"Coca Cola. A menos que sea para limpiar excusados o aflojar birlos. El agua es la vida, el café la vitalidad y la c… https://t.co/RthSSAh2UU",Mon Oct 17 16:36:31 +0000 2022,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
Necesita ganar no seas idiota y por 5 de diferencia o tú y Martinoli no sé van a la alcantarilla se van al excusado… https://t.co/FGz8RHQYSd,Mon Oct 31 01:48:33 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@LuisGarcia08 Dile eso al Santi excusados jajajajaja,Wed Nov 09 18:35:14 +0000 2022,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"@deniseramosm EXCUSADO, MIL PLANAS.",Wed Nov 16 12:44:47 +0000 2022,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
@El_Universal_Mx Esta  cacarucho apedillarse baños y tener cara de excusado,Wed Nov 16 22:42:00 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"@MiguelPoloP ""Excusado"" con todo y error de ortografía, es lo que usted tiene en la cabeza",Fri Nov 18 20:34:23 +0000 2022,"García, Nuevo León","[[[-100.865061, 25.628133], [-100.865061, 25.983312], [-100.415921, 25.983312], [-100.415921, 25.628133]]]"
Como kk en excusado!,Sat Nov 19 14:44:22 +0000 2022,"Tijuana, Baja California","[[[-117.298421, 32.098292], [-117.298421, 32.567461], [-116.559783, 32.567461], [-116.559783, 32.098292]]]"
"@YayaMarchena Sisi viva Sandra Cuevas para la secretaría de educación. Ebrard en seguridad, y Monri en... El excusado",Sun Nov 20 09:04:04 +0000 2022,"Iztacalco, Distrito Federal","[[[-99.137171, 19.375769], [-99.137171, 19.422433], [-99.055821, 19.422433], [-99.055821, 19.375769]]]"
@pov50 @teresacastellmx @INEMexico @laoctava_tv Dice que es empresaria y vende rebozos y excusados en Mercado Libre.,Mon Nov 21 16:50:05 +0000 2022,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"""Es fácil filosofar si es otro el que está hecho mierda.""

📼 Trainspotting (1996)

Prohibido nadar en el excusado!! https://t.co/UuANwfZf2G",Fri Nov 25 17:05:18 +0000 2022,"Tlaquepaque, Jalisco","[[[-103.453231, 20.539641], [-103.453231, 20.644625], [-103.243417, 20.644625], [-103.243417, 20.539641]]]"
Por esa razón estás allá. Limpiando excusados,Sat Nov 26 01:33:31 +0000 2022,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
@fernandeznorona 6000000!! Y un solo p1nch3 excusado!! ¿Y no te dejaron usarlo los compañeros ojaldras?,Mon Nov 28 05:55:02 +0000 2022,"Tizayuca, Hidalgo","[[[-99.02376, 19.799941], [-99.02376, 19.90681], [-98.904755, 19.90681], [-98.904755, 19.799941]]]"
"@Ludo_Luther @fernandeznorona @Reforma No. Sus ratos libres se la pasa ""leyendo libros"" en el excusado. Dicen que y… https://t.co/tuLyJu7lQD",Wed Nov 30 22:00:24 +0000 2022,"Tizayuca, Hidalgo","[[[-99.02376, 19.799941], [-99.02376, 19.90681], [-98.904755, 19.90681], [-98.904755, 19.799941]]]"
@fernandeznorona Ahora revisa tu excusado y dinos que ves. https://t.co/LwCrjgPoDM,Thu Dec 08 01:34:10 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Magnífico estudio base (solamente hidráulico) del proceso de vaciado del excusado. Spoiler: siempre hay que bajar l… https://t.co/9U3L5kmXhl,Thu Dec 08 18:13:36 +0000 2022,"Jiutepec, Morelos","[[[-99.217498, 18.836722], [-99.217498, 18.936651], [-99.119803, 18.936651], [-99.119803, 18.836722]]]"
"@GralVictoria Por la percha y la actitud,  seguramente de lava excusados, ya se nota que le gusta andar lamiendole el horto al kks...",Fri Dec 09 18:53:37 +0000 2022,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@yaneliclopez Ay no manches intentándome sacar esa madre ahorita se me cayó al excusado 🤡😫 tuve que meter toda la m… https://t.co/Rf5Q4Sc6Mi,Tue Dec 20 05:20:38 +0000 2022,"Irapuato, Guanajuato","[[[-101.539641, 20.499732], [-101.539641, 20.847352], [-101.141146, 20.847352], [-101.141146, 20.499732]]]"
@yaneliclopez Metí toda la mano al excusado para sacar la copa solo quería aclarar 😩😫,Tue Dec 20 05:21:10 +0000 2022,"Irapuato, Guanajuato","[[[-101.539641, 20.499732], [-101.539641, 20.847352], [-101.141146, 20.847352], [-101.141146, 20.499732]]]"
"@jrsestaca Que bueno que ya se jaló la cadena del excusado para desechar la basura que vendes  en radio y tv, tú y tu amiguito.",Wed Dec 21 14:43:24 +0000 2022,"Veracruz, Veracruz de Ignacio de la Llave","[[[-96.340535, 19.102814], [-96.340535, 19.265092], [-96.118258, 19.265092], [-96.118258, 19.102814]]]"
"@PedroFerriz No, porque, México se convertirá en el ""excusado/WC"" de la izquierda latinoamericana...",Thu Dec 22 12:12:17 +0000 2022,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"Ahora tratará de meter al excusado  donde ya metió a varios, también a los ministros de la @SCJN no tiene límites n… https://t.co/f7bLOuqEqk",Tue Jan 03 03:09:24 +0000 2023,"Mérida, Yucatán","[[[-89.798197, 20.695104], [-89.798197, 21.186966], [-89.449025, 21.186966], [-89.449025, 20.695104]]]"
"Aparte del excusado 🚾, ¿desde qué otro lugar escucha @QuesuenaenREAL ? 🤪😝

@goliveros @vinymodee",Fri Jan 06 16:11:59 +0000 2023,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
Que bueno eso parecía un excusado visual y te expusieron demasiado cuando tu trabajo no es critica o chiste es un a… https://t.co/YcfToyZK1f,Tue Jan 17 02:39:40 +0000 2023,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
